tree_state,joint,run_num
835500000,-106851.3786,1
838000000,-106772.2412,1
840500000,-106738.0336,1
843000000,-106799.3979,1
845500000,-106829.349,1
848000000,-106764.8718,1
850500000,-106775.6374,1
853000000,-106830.2656,1
855500000,-106827.0257,1
858000000,-106856.4338,1
860500000,-106758.9705,1
863000000,-106908.6123,1
865500000,-106841.1966,1
868000000,-106847.9322,1
870500000,-106794.2454,1
873000000,-106860.7131,1
875500000,-106901.7877,1
878000000,-106851.3898,1
880500000,-106821.2969,1
883000000,-106854.457,1
885500000,-106894.7182,1
888000000,-106813.1266,1
890500000,-106848.0262,1
893000000,-106893.4748,1
895500000,-106788.7274,1
898000000,-106879.7538,1
900500000,-106758.3172,1
903000000,-106798.1755,1
905500000,-106863.9463,1
908000000,-106825.6973,1
910500000,-106815.2889,1
913000000,-106819.5952,1
915500000,-106880.0944,1
918000000,-106861.0334,1
920500000,-106801.2989,1
923000000,-106847.4429,1
925500000,-106814.2855,1
928000000,-106804.635,1
930500000,-106788.006,1
933000000,-106800.094,1
935500000,-106822.2076,1
938000000,-106873.5388,1
940500000,-106833.7605,1
943000000,-106793.9035,1
945500000,-106817.166,1
948000000,-106743.779,1
950500000,-106779.485,1
953000000,-106821.44,1
955500000,-106793.1749,1
958000000,-106855.4095,1
960500000,-106814.5086,1
963000000,-106869.018,1
965500000,-106849.4124,1
968000000,-106843.7676,1
970500000,-106791.4346,1
973000000,-106894.7673,1
975500000,-106829.3917,1
978000000,-106801.1235,1
980500000,-106829.4402,1
983000000,-106870.7665,1
985500000,-106845.5952,1
988000000,-106899.7763,1
990500000,-106824.0859,1
993000000,-106814.4074,1
995500000,-106796.8336,1
998000000,-106821.4878,1
1000500000,-106842.4698,1
1003000000,-106800.2516,1
1005500000,-106805.5467,1
1008000000,-106779.3026,1
1010500000,-106772.6061,1
1013000000,-106788.1457,1
1015500000,-106763.1398,1
1018000000,-106733.2639,1
1020500000,-106803.6863,1
1023000000,-106834.5743,1
1025500000,-106832.8219,1
1028000000,-106853.0874,1
1030500000,-106797.1826,1
1033000000,-106866.3347,1
1035500000,-106828.359,1
1038000000,-106896.673,1
1040500000,-106773.9739,1
1043000000,-106773.4777,1
1045500000,-106810.9745,1
1048000000,-106862.4123,1
1050500000,-106788.5279,1
1053000000,-106828.6223,1
1055500000,-106834.7845,1
1058000000,-106858.6615,1
1060500000,-106888.8331,1
1063000000,-106843.4102,1
1065500000,-106764.712,1
1068000000,-106821.3303,1
1070500000,-106940.0296,1
1073000000,-106896.2359,1
1075500000,-106883.4249,1
1078000000,-106798.0881,1
1080500000,-106856.0093,1
1083000000,-106884.4657,1
1085500000,-106813.2257,1
1088000000,-106843.7843,1
1090500000,-106861.772,1
1093000000,-106787.9842,1
1095500000,-106809.3736,1
1098000000,-106824.6889,1
1100500000,-106872.5727,1
1103000000,-106779.9351,1
1105500000,-106816.091,1
1108000000,-106796.4187,1
1110500000,-106742.8173,1
1113000000,-106825.4225,1
1115500000,-106903.5026,1
1118000000,-106830.8944,1
1120500000,-106840.6793,1
1123000000,-106894.1473,1
1125500000,-106881.7472,1
1128000000,-106858.4091,1
1130500000,-106856.829,1
1133000000,-106878.1089,1
1135500000,-106830.9348,1
1138000000,-106823.9956,1
1140500000,-106802.226,1
1143000000,-106840.2426,1
1145500000,-106798.8633,1
1148000000,-106789.8187,1
1150500000,-106807.2708,1
1153000000,-106801.8148,1
1155500000,-106779.8202,1
1158000000,-106801.6664,1
1160500000,-106845.8737,1
1163000000,-106717.0092,1
1165500000,-106777.5714,1
1168000000,-106919.1796,1
1170500000,-106826.2037,1
1173000000,-106794.4497,1
1175500000,-106828.7062,1
1178000000,-106857.5285,1
1180500000,-106879.6134,1
1183000000,-106805.4045,1
1185500000,-106750.2915,1
1188000000,-106732.4964,1
1190500000,-106785.9103,1
1193000000,-106725.2209,1
1195500000,-106787.9033,1
1198000000,-106745.8021,1
1200500000,-106824.2499,1
1203000000,-106832.2389,1
1205500000,-106843.7954,1
1208000000,-106834.8037,1
1210500000,-106800.0956,1
1213000000,-106772.1471,1
1215500000,-106751.3502,1
1218000000,-106851.5436,1
1220500000,-106773.841,1
1223000000,-106805.3234,1
1225500000,-106782.9672,1
1228000000,-106814.2177,1
1230500000,-106818.2575,1
1233000000,-106821.6133,1
1235500000,-106839.6222,1
1238000000,-106847.081,1
1240500000,-106854.251,1
1243000000,-106818.3317,1
1245500000,-106859.9186,1
1248000000,-106843.3179,1
1250500000,-106861.3608,1
1253000000,-106816.7254,1
1255500000,-106788.8067,1
1258000000,-106771.873,1
1260500000,-106784.3785,1
1263000000,-106762.5609,1
1265500000,-106731.3467,1
1268000000,-106859.3773,1
1270500000,-106732.242,1
1273000000,-106825.7685,1
1275500000,-106870.6045,1
1278000000,-106818.627,1
1280500000,-106848.6997,1
1283000000,-106803.6969,1
1285500000,-106734.8752,1
1288000000,-106822.4218,1
1290500000,-106795.7537,1
1293000000,-106716.3535,1
1295500000,-106812.1598,1
1298000000,-106817.8449,1
1300500000,-106963.509,1
1303000000,-106807.7733,1
1305500000,-106768.9612,1
1308000000,-106832.7263,1
1310500000,-106759.6588,1
1313000000,-106847.3764,1
1315500000,-106796.073,1
1318000000,-106815.4793,1
1320500000,-106822.0546,1
1323000000,-106828.1893,1
1325500000,-106827.0826,1
1328000000,-106774.279,1
1330500000,-106808.1093,1
1333000000,-106848.7563,1
1335500000,-106795.685,1
1338000000,-106885.1243,1
1340500000,-106773.0748,1
1343000000,-106827.2023,1
1345500000,-106792.6683,1
1348000000,-106864.8026,1
1350500000,-106796.5844,1
1353000000,-106858.5709,1
1355500000,-106803.0656,1
1358000000,-106823.4086,1
1360500000,-106805.7124,1
1363000000,-106789.5711,1
1365500000,-106845.8417,1
1368000000,-106754.325,1
1370500000,-106779.1596,1
1373000000,-106748.9452,1
1375500000,-106703.7984,1
1378000000,-106722.0634,1
1380500000,-106690.3734,1
1383000000,-106786.439,1
1385500000,-106846.5442,1
1388000000,-106793.7764,1
1390500000,-106803.5886,1
1393000000,-106832.1576,1
1395500000,-106806.8433,1
1398000000,-106874.8959,1
1400500000,-106768.5629,1
1403000000,-106815.1381,1
1405500000,-106797.2271,1
1408000000,-106832.4269,1
1410500000,-106780.6471,1
1413000000,-106852.8444,1
1415500000,-106764.3695,1
1418000000,-106830.618,1
1420500000,-106778.3228,1
1423000000,-106752.8382,1
1425500000,-106778.499,1
1428000000,-106749.1348,1
1430500000,-106853.6985,1
1433000000,-106856.0157,1
1435500000,-106770.0506,1
1438000000,-106766.5473,1
1440500000,-106834.1447,1
1443000000,-106881.9398,1
1445500000,-106876.1364,1
1448000000,-106779.1826,1
1450500000,-106769.2272,1
1453000000,-106782.9092,1
1455500000,-106844.2847,1
1458000000,-106793.8421,1
1460500000,-106847.364,1
1463000000,-106844.62,1
1465500000,-106734.1678,1
1468000000,-106804.228,1
1470500000,-106809.871,1
1473000000,-106796.0911,1
1475500000,-106841.6441,1
1478000000,-106850.128,1
1480500000,-106785.3305,1
1483000000,-106852.3124,1
1485500000,-106863.9031,1
1488000000,-106770.3508,1
1490500000,-106849.8193,1
1493000000,-106856.2741,1
1495500000,-106808.4123,1
1498000000,-106799.1743,1
1500500000,-106752.5199,1
1503000000,-106842.0016,1
1505500000,-106824.0137,1
1508000000,-106796.0054,1
1510500000,-106900.6561,1
1513000000,-106834.622,1
1515500000,-106859.1376,1
1518000000,-106832.6831,1
1520500000,-106837.2519,1
1523000000,-106751.8912,1
1525500000,-106852.2126,1
1528000000,-106725.3382,1
1530500000,-106786.4876,1
1533000000,-106894.2733,1
1535500000,-106821.0114,1
1538000000,-106756.813,1
1540500000,-106793.3613,1
1543000000,-106801.411,1
1545500000,-106895.5422,1
1548000000,-106818.8101,1
1550500000,-106787.2355,1
1553000000,-106738.4926,1
1555500000,-106732.478,1
1558000000,-106851.1369,1
1560500000,-106785.5683,1
1563000000,-106759.5926,1
1565500000,-106769.017,1
1568000000,-106863.5446,1
1570500000,-106825.1465,1
1573000000,-106754.6227,1
1575500000,-106776.8675,1
1578000000,-106807.1252,1
1580500000,-106767.636,1
1583000000,-106847.6381,1
1585500000,-106740.1923,1
1588000000,-106808.0916,1
1590500000,-106796.3732,1
1593000000,-106830.7325,1
1595500000,-106714.2869,1
1598000000,-106754.9103,1
1600500000,-106768.874,1
1603000000,-106775.5956,1
1605500000,-106785.2933,1
1608000000,-106828.8726,1
1610500000,-106832.7459,1
1613000000,-106787.7182,1
1615500000,-106828.6814,1
1618000000,-106770.2001,1
1620500000,-106772.7103,1
1623000000,-106868.338,1
1625500000,-106790.2418,1
1628000000,-106748.4639,1
1630500000,-106791.9893,1
1633000000,-106766.8537,1
1635500000,-106808.3572,1
1638000000,-106789.9663,1
1640500000,-106876.1095,1
1643000000,-106710.0809,1
1645500000,-106836.749,1
1648000000,-106806.5649,1
1650500000,-106762.2709,1
1653000000,-106856.605,1
1655500000,-106883.5825,1
1658000000,-106785.3276,1
1660500000,-106831.7054,1
1663000000,-106827.6167,1
1665500000,-106848.9926,1
1668000000,-106797.0908,1
1670500000,-106788.339,1
1673000000,-106769.442,1
1675500000,-106792.4162,1
1678000000,-106813.126,1
1680500000,-106802.4974,1
1683000000,-106834.4323,1
1685500000,-106784.06,1
1688000000,-106745.0208,1
1690500000,-106787.6622,1
1693000000,-106794.5421,1
1695500000,-106761.3434,1
1698000000,-106795.2819,1
1700500000,-106691.6669,1
1703000000,-106749.0427,1
1705500000,-106756.1128,1
1708000000,-106824.5378,1
1710500000,-106725.7927,1
1713000000,-106815.1083,1
1715500000,-106896.9767,1
1718000000,-106852.1951,1
1720500000,-106814.0227,1
1723000000,-106794.1736,1
1725500000,-106791.5601,1
1728000000,-106773.498,1
1730500000,-106821.2847,1
1733000000,-106879.2511,1
1735500000,-106864.5732,1
1738000000,-106768.4,1
1740500000,-106801.4094,1
1743000000,-106771.9465,1
1745500000,-106760.1522,1
1748000000,-106781.5007,1
1750500000,-106824.5682,1
1753000000,-106862.118,1
1755500000,-106851.1768,1
1758000000,-106808.1802,1
1760500000,-106801.0303,1
1763000000,-106794.643,1
1765500000,-106845.8668,1
1768000000,-106806.1485,1
1770500000,-106768.2194,1
1773000000,-106822.4211,1
1775500000,-106829.3589,1
1778000000,-106783.3269,1
1780500000,-106811.2478,1
1783000000,-106838.8209,1
1785500000,-106823.135,1
1788000000,-106799.4088,1
1790500000,-106737.845,1
1793000000,-106810.2552,1
1795500000,-106798.7752,1
1798000000,-106769.9256,1
1800500000,-106782.5728,1
1803000000,-106792.0454,1
1805500000,-106814.6359,1
1808000000,-106761.7622,1
1810500000,-106828.0935,1
1813000000,-106770.6134,1
1815500000,-106795.417,1
1818000000,-106757.2024,1
1820500000,-106744.248,1
1823000000,-106692.843,1
1825500000,-106743.0323,1
1828000000,-106758.6579,1
1830500000,-106728.7308,1
1833000000,-106791.6486,1
1835500000,-106730.3532,1
1838000000,-106806.2597,1
1840500000,-106810.1732,1
1843000000,-106826.5592,1
1845500000,-106785.9328,1
1848000000,-106744.5132,1
1850500000,-106748.5941,1
1853000000,-106797.5769,1
1855500000,-106830.1825,1
1858000000,-106803.1697,1
1860500000,-106907.3406,2
1863000000,-106881.4802,2
1865500000,-106826.8315,2
1868000000,-106789.4771,2
1870500000,-106719.3426,2
1873000000,-106819.8457,2
1875500000,-106876.7063,2
1878000000,-106795.6251,2
1880500000,-106868.9913,2
1883000000,-106819.7596,2
1885500000,-106815.3716,2
1888000000,-106795.5656,2
1890500000,-106816.7756,2
1893000000,-106797.7189,2
1895500000,-106797.1669,2
1898000000,-106823.8692,2
1900500000,-106889.4689,2
1903000000,-106884.4982,2
1905500000,-106925.8315,2
1908000000,-106887.5684,2
1910500000,-106889.4816,2
1913000000,-106813.6183,2
1915500000,-106841.1398,2
1918000000,-106771.2394,2
1920500000,-106848.2937,2
1923000000,-106825.0251,2
1925500000,-106902.8126,2
1928000000,-106854.7439,2
1930500000,-106871.8959,2
1933000000,-106909.8366,2
1935500000,-106866.614,2
1938000000,-106841.351,2
1940500000,-106811.2659,2
1943000000,-106834.6112,2
1945500000,-106805.701,2
1948000000,-106821.3586,2
1950500000,-106818.6826,2
1953000000,-106848.5788,2
1955500000,-106897.3736,2
1958000000,-106833.8596,2
1960500000,-106830.9482,2
1963000000,-106817.2731,2
1965500000,-106880.3388,2
1968000000,-106870.7448,2
1970500000,-106878.4717,2
1973000000,-106831.941,2
1975500000,-106826.5714,2
1978000000,-106812.7979,2
1980500000,-106795.845,2
1983000000,-106832.9642,2
1985500000,-106898.728,2
1988000000,-106873.2624,2
1990500000,-106869.9043,2
1993000000,-106810.2147,2
1995500000,-106825.8467,2
1998000000,-106888.0496,2
2000500000,-106882.4696,2
2003000000,-106889.4596,2
2005500000,-106883.5215,2
2008000000,-106867.9476,2
2010500000,-106875.1833,2
2013000000,-106792.6578,2
2015500000,-106847.7931,2
2018000000,-106862.0786,2
2020500000,-106813.2089,2
2023000000,-106867.4563,2
2025500000,-106750.7406,2
2028000000,-106841.5925,2
2030500000,-106816.6486,2
2033000000,-106833.6415,2
2035500000,-106771.4342,2
2038000000,-106841.6288,2
2040500000,-106889.4593,2
2043000000,-106907.4637,2
2045500000,-106865.8239,2
2048000000,-106924.8807,2
2050500000,-106839.2797,2
2053000000,-106783.4183,2
2055500000,-106871.2918,2
2058000000,-106820.5754,2
2060500000,-106865.8132,2
2063000000,-106826.4996,2
2065500000,-106822.2302,2
2068000000,-106814.9872,2
2070500000,-106859.5126,2
2073000000,-106896.0259,2
2075500000,-106753.7985,2
2078000000,-106855.0764,2
2080500000,-106842.844,2
2083000000,-106771.3876,2
2085500000,-106746.196,2
2088000000,-106784.6929,2
2090500000,-106832.6641,2
2093000000,-106828.1256,2
2095500000,-106784.265,2
2098000000,-106874.5896,2
2100500000,-106825.9528,2
2103000000,-106792.7755,2
2105500000,-106815.252,2
2108000000,-106786.9532,2
2110500000,-106828.5182,2
2113000000,-106737.9928,2
2115500000,-106845.1474,2
2118000000,-106835.138,2
2120500000,-106844.4672,2
2123000000,-106844.4952,2
2125500000,-106822.2484,2
2128000000,-106859.2893,2
2130500000,-106883.1935,2
2133000000,-106880.9917,2
2135500000,-106789.8134,2
2138000000,-106883.7678,2
2140500000,-106986.0018,2
2143000000,-106903.2769,2
2145500000,-106907.2043,2
2148000000,-106833.6369,2
2150500000,-106834.0724,2
2153000000,-106797.623,2
2155500000,-106811.8683,2
2158000000,-106880.387,2
2160500000,-106860.4204,2
2163000000,-106829.7759,2
2165500000,-106847.5636,2
2168000000,-106814.8263,2
2170500000,-106771.6812,2
2173000000,-106752.2253,2
2175500000,-106776.722,2
2178000000,-106853.9239,2
2180500000,-106878.1285,2
2183000000,-106845.0021,2
2185500000,-106819.2646,2
2188000000,-106861.3566,2
2190500000,-106854.8842,2
2193000000,-106788.8269,2
2195500000,-106828.7412,2
2198000000,-106799.3201,2
2200500000,-106799.4485,2
2203000000,-106835.9743,2
2205500000,-106884.9976,2
2208000000,-106827.1507,2
2210500000,-106830.9033,2
2213000000,-106818.728,2
2215500000,-106850.5659,2
2218000000,-106844.6589,2
2220500000,-106900.3387,2
2223000000,-106828.9327,2
2225500000,-106784.8138,2
2228000000,-106868.403,2
2230500000,-106841.8956,2
2233000000,-106862.9302,2
2235500000,-106838.3724,2
2238000000,-106758.9171,2
2240500000,-106850.2319,2
2243000000,-106803.2269,2
2245500000,-106831.705,2
2248000000,-106852.2871,2
2250500000,-106817.4626,2
2253000000,-106781.2041,2
2255500000,-106853.9609,2
2258000000,-106753.5436,2
2260500000,-106840.5161,2
2263000000,-106739.7037,2
2265500000,-106825.5198,2
2268000000,-106849.1475,2
2270500000,-106785.0888,2
2273000000,-106789.3938,2
2275500000,-106824.8751,2
2278000000,-106901.8961,2
2280500000,-106851.9881,2
2283000000,-106827.3249,2
2285500000,-106781.7516,2
2288000000,-106817.916,2
2290500000,-106803.0464,2
2293000000,-106830.1251,2
2295500000,-106836.5496,2
2298000000,-106794.1351,2
2300500000,-106873.1674,2
2303000000,-106843.6681,2
2305500000,-106721.2721,2
2308000000,-106844.0136,2
2310500000,-106755.2887,2
2313000000,-106816.1013,2
2315500000,-106710.2525,2
2318000000,-106816.9958,2
2320500000,-106793.7342,2
2323000000,-106812.1783,2
2325500000,-106824.3604,2
2328000000,-106826.7504,2
2330500000,-106809.1445,2
2333000000,-106846.6315,2
2335500000,-106822.8574,2
2338000000,-106876.5433,2
2340500000,-106841.2366,2
2343000000,-106812.1918,2
2345500000,-106780.9851,2
2348000000,-106800.7632,2
2350500000,-106741.4021,2
2353000000,-106797.7385,2
2355500000,-106795.0084,2
2358000000,-106885.2484,2
2360500000,-106824.1681,2
2363000000,-106807.0346,2
2365500000,-106843.7125,2
2368000000,-106833.7045,2
2370500000,-106892.603,2
2373000000,-106755.4316,2
2375500000,-106840.0755,2
2378000000,-106807.3084,2
2380500000,-106813.3523,2
2383000000,-106851.3005,2
2385500000,-106797.6447,2
2388000000,-106868.6879,2
2390500000,-106764.2264,2
2393000000,-106832.1929,2
2395500000,-106822.4993,2
2398000000,-106804.7287,2
2400500000,-106860.9635,2
2403000000,-106769.6596,2
2405500000,-106895.7321,2
2408000000,-106859.3718,2
2410500000,-106811.9988,2
2413000000,-106827.8406,2
2415500000,-106779.1658,2
2418000000,-106832.7392,2
2420500000,-106822.2124,2
2423000000,-106854.9989,2
2425500000,-106793.4481,2
2428000000,-106807.8716,2
2430500000,-106843.1081,2
2433000000,-106740.4456,2
2435500000,-106867.8865,2
2438000000,-106829.9263,2
2440500000,-106786.0938,2
2443000000,-106810.8201,2
2445500000,-106800.9141,2
2448000000,-106816.1013,2
2450500000,-106833.4818,2
2453000000,-106815.9117,2
2455500000,-106823.9406,2
2458000000,-106799.444,2
2460500000,-106850.0974,2
2463000000,-106786.22,2
2465500000,-106800.4509,2
2468000000,-106819.6388,2
2470500000,-106841.0316,2
2473000000,-106805.9542,2
2475500000,-106854.6404,2
2478000000,-106795.475,2
2480500000,-106793.2943,2
2483000000,-106803.2957,2
2485500000,-106759.1505,2
2488000000,-106793.6856,2
2490500000,-106867.5915,2
2493000000,-106820.1916,2
2495500000,-106758.4225,2
2498000000,-106883.2544,2
